cnae_classe;regiao_governo;saldo
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;Jundiaí;   -22
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;Limeira;    -6
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;Ourinhos;    -8
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;Piracicaba;   -45
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;Ribeirão Preto;    -6
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;Rio Claro;    -1
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;Santos;     0
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;São João da Boa Vista;     6
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;São José do Rio Preto;     7
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;São José dos Campos;   -27
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;São Paulo;  -123
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;Sorocaba;    16
Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;Taubaté;    -2
Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;Campinas;    -6
Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;Franca;     3
Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;Jaú;    -1
Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;Jundiaí;    -1
Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;São Paulo;     8
Fabricação de massas alimentícias;Andradina;     1
Fabricação de massas alimentícias;Araçatuba;    -4
Fabricação de massas alimentícias;Araraquara;    -9
Fabricação de massas alimentícias;Assis;    -1
Fabricação de massas alimentícias;Avaré;    -6
Fabricação de massas alimentícias;Barretos;    -1
Fabricação de massas alimentícias;Bauru;   -77
Fabricação de massas alimentícias;Bragança Paulista;    -4
Fabricação de massas alimentícias;Campinas;    -5
Fabricação de massas alimentícias;Catanduva;     1
Fabricação de massas alimentícias;Cruzeiro;     0
Fabricação de massas alimentícias;Franca;     2
Fabricação de massas alimentícias;Guaratinguetá;    -2
Fabricação de massas alimentícias;Itapetininga;     0
Fabricação de massas alimentícias;Itapeva;    -1
Fabricação de massas alimentícias;Jales;     0
Fabricação de massas alimentícias;Jundiaí;     2
Fabricação de massas alimentícias;Limeira;     3
Fabricação de massas alimentícias;Lins;     1
Fabricação de massas alimentícias;Marília;     0
Fabricação de massas alimentícias;Ourinhos;     4
Fabricação de massas alimentícias;Piracicaba;    -1
Fabricação de massas alimentícias;Presidente Prudente;   -27
Fabricação de massas alimentícias;Ribeirão Preto;    12
Fabricação de massas alimentícias;Rio Claro;     0
Fabricação de massas alimentícias;Santos;    -1
Fabricação de massas alimentícias;São Carlos;    -5
Fabricação de massas alimentícias;São João da Boa Vista;    -4
Fabricação de massas alimentícias;São José do Rio Preto;   -17
Fabricação de massas alimentícias;São José dos Campos;   -52
Fabricação de massas alimentícias;São Paulo;  -161
Fabricação de massas alimentícias;Sorocaba;    59
Fabricação de massas alimentícias;Taubaté;   -32
Fabricação de massas alimentícias;Tupã;     0
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Barretos;     0
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Bauru;     6
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Botucatu;     2
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Bragança Paulista;    13
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Campinas;   -26
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Itapetininga;    76
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Jaú;     4
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Jundiaí;  -190
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Limeira;    -6
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Marília;     0
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Piracicaba;     0
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Presidente Prudente;   -50
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Ribeirão Preto;    47
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;São José do Rio Preto;    -1
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;São Paulo;  -223
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Sorocaba;  -123
Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;Taubaté;   -20
Fabricação de material elétrico para instalações em circuito de consumo;Araçatuba;    -1
Fabricação de material elétrico para instalações em circuito de consumo;Bauru;    -1
Fabricação de material elétrico para instalações em circuito de consumo;Botucatu;    24
Fabricação de material elétrico para instalações em circuito de consumo;Campinas;    -2
Fabricação de material elétrico para instalações em circuito de consumo;Catanduva;    -2
Fabricação de material elétrico para instalações em circuito de consumo;Franca;    -1
Fabricação de material elétrico para instalações em circuito de consumo;Itapetininga;     2
Fabricação de material elétrico para instalações em circuito de consumo;Jundiaí;     5
Fabricação de material elétrico para instalações em circuito de consumo;Limeira;   -51
Fabricação de material elétrico para instalações em circuito de consumo;Marília;     2
Fabricação de material elétrico para instalações em circuito de consumo;Presidente Prudente;    -1
Fabricação de material elétrico para instalações em circuito de consumo;Ribeirão Preto;     0
Fabricação de material elétrico para instalações em circuito de consumo;São Carlos;    -3
Fabricação de material elétrico para instalações em circuito de consumo;São Joaquim da Barra;     7
Fabricação de material elétrico para instalações em circuito de consumo;São Paulo;   -78
Fabricação de material elétrico para instalações em circuito de consumo;Sorocaba;     1
Fabricação de medicamentos para uso humano;Araçatuba;     1
Fabricação de medicamentos para uso humano;Araraquara;   -74
Fabricação de medicamentos para uso humano;Avaré;     2
Fabricação de medicamentos para uso humano;Barretos;     5
Fabricação de medicamentos para uso humano;Bauru;     1
Fabricação de medicamentos para uso humano;Bragança Paulista;    68
Fabricação de medicamentos para uso humano;Campinas;   251
Fabricação de medicamentos para uso humano;Catanduva;     6
Fabricação de medicamentos para uso humano;Jundiaí;    -4
Fabricação de medicamentos para uso humano;Piracicaba;     3
Fabricação de medicamentos para uso humano;Ribeirão Preto;    69
Fabricação de medicamentos para uso humano;São José do Rio Preto;    84
Fabricação de medicamentos para uso humano;São José dos Campos;     0
Fabricação de medicamentos para uso humano;São Paulo;   736
Fabricação de medicamentos para uso humano;Sorocaba;     0
Fabricação de medicamentos para uso humano;Taubaté;     1
Fabricação de medicamentos para uso veterinário;Botucatu;    -1
Fabricação de medicamentos para uso veterinário;Bragança Paulista;    18
Fabricação de medicamentos para uso veterinário;Campinas;    31
Fabricação de medicamentos para uso veterinário;Cruzeiro;     0
Fabricação de medicamentos para uso veterinário;Franca;     7
Fabricação de medicamentos para uso veterinário;Jundiaí;     2
Fabricação de medicamentos para uso veterinário;Presidente Prudente;     1
Fabricação de medicamentos para uso veterinário;Ribeirão Preto;     1
Fabricação de medicamentos para uso veterinário;São Carlos;   -40
Fabricação de medicamentos para uso veterinário;São José do Rio Preto;     7
Fabricação de medicamentos para uso veterinário;São José dos Campos;     1
Fabricação de medicamentos para uso veterinário;São Paulo;   -19
Fabricação de medicamentos para uso veterinário;Sorocaba;    20
Fabricação de medicamentos para uso veterinário;Taubaté;     5
Fabricação de meias;Araçatuba;    -9
Fabricação de meias;Araraquara;  -160
Fabricação de meias;Bragança Paulista;     3
Fabricação de meias;Franca;     9
Fabricação de meias;Itapetininga;   -54
Fabricação de meias;Jundiaí;    -3
Fabricação de meias;Ribeirão Preto;   -38
Fabricação de meias;Rio Claro;    -1
Fabricação de meias;São José dos Campos;    -8
Fabricação de meias;São Paulo;  -165
Fabricação de meias;Sorocaba;   -61
Fabricação de mídias virgens, magnéticas e ópticas;Guaratinguetá;     0
Fabricação de motocicletas;Araçatuba;     1
Fabricação de motocicletas;Araraquara;   -27
Fabricação de motocicletas;Campinas;     2
Fabricação de motocicletas;Itapetininga;    -4
Fabricação de motocicletas;Limeira;    -1
Fabricação de motocicletas;Piracicaba;    -2
Fabricação de motocicletas;Ribeirão Preto;   -37
Fabricação de motocicletas;Rio Claro;    -3
Fabricação de motocicletas;São Paulo;   -23
Fabricação de motocicletas;Taubaté;    -5
Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;Araraquara;    13
Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;Campinas;   -10
Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;Jundiaí;    -2
Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;Marília;     1
Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;Piracicaba;    49
Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;Ribeirão Preto;   -67
Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;Santos;    -6
Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;São José dos Campos;    -1
